player,nationality,position,squad,comp_level,age,birth_year,minutes_90s,header_tackles_tackles,header_tackles_tackles_won,header_tackles_tackles_def_3rd,header_tackles_tackles_mid_3rd,header_tackles_tackles_att_3rd,header_dribbles_def_dribble_tackles,header_dribbles_def_dribbles_vs,header_dribbles_def_dribble_tackles_pct,header_dribbles_def_dribbled_past,header_pressures_pressures,header_pressures_pressure_regains,header_pressures_pressure_regain_pct,header_pressures_pressures_def_3rd,header_pressures_pressures_mid_3rd,header_pressures_pressures_att_3rd,header_blocks_blocks,header_blocks_blocked_shots,header_blocks_blocked_shots_saves,header_blocks_blocked_passes,interceptions,clearances,errors,matches
Alejandro Pozo Pozo,es ESP,"FW,MF",Sevilla,es La Liga,20,1999,0.4,2,1,2,0,0,1,3,33.3,2,24,5,20.8,7,11,6,0,0,0,0,0,0,0,Matches
Percy Prado,pe PER,DF,Nantes,fr Ligue 1,23,1996,2.1,6,3,3,2,1,2,6,33.3,4,42,11,26.2,24,14,4,0,0,0,0,1,9,0,Matches
Dennis Praet,be BEL,MF,Leicester City,eng Premier League,25,1994,12.6,30,18,7,19,4,10,31,32.3,21,304,76,25.0,93,162,49,26,2,0,24,15,13,1,Matches
Abdón Prats,es ESP,"FW,MF",Mallorca,es La Liga,26,1992,3.1,2,0,0,1,1,0,3,0.0,3,49,16,32.7,3,24,22,0,0,0,0,0,0,0,Matches
Sanjin Prcić,ba BIH,MF,Strasbourg,fr Ligue 1,25,1993,0.9,0,0,0,0,0,0,2,0.0,2,27,5,18.5,7,18,2,1,1,0,0,1,0,0,Matches
Nicolas de Préville,fr FRA,"MF,FW",Bordeaux,fr Ligue 1,28,1991,22.2,37,25,10,20,7,10,43,23.3,33,433,111,25.6,34,244,155,21,4,0,17,6,21,0,Matches
Sebastian Prödl,at AUT,DF,Watford,eng Premier League,32,1987,0.6,0,0,0,0,0,0,0,,0,3,0,0.0,2,1,0,0,0,0,0,0,4,0,Matches
Kai Pröger,de GER,"MF,FW",Paderborn 07,de Bundesliga,27,1992,23.1,44,23,23,17,4,16,65,24.6,49,527,132,25.0,137,256,134,47,4,0,43,13,17,0,Matches
Grischa Prömel,de GER,MF,Union Berlin,de Bundesliga,24,1995,10.3,19,15,8,7,4,5,19,26.3,14,159,49,30.8,32,104,23,15,3,0,12,14,13,1,Matches
Davy Pröpper,nl NED,MF,Brighton,eng Premier League,27,1991,31.4,58,38,29,23,6,22,67,32.8,45,484,144,29.8,195,235,54,39,11,0,28,30,43,2,Matches
Antonio Puertas,es ESP,"FW,MF",Granada,es La Liga,27,1992,28.5,39,23,9,20,10,13,49,26.5,36,476,126,26.5,85,245,146,31,3,0,28,12,20,0,Matches
Riqui Puig,es ESP,MF,Barcelona,es La Liga,19,1999,5.7,10,6,1,7,2,3,18,16.7,15,150,32,21.3,23,95,32,5,0,0,5,5,1,0,Matches
Teemu Pukki,fi FIN,FW,Norwich City,eng Premier League,29,1990,32.1,17,12,4,5,8,2,37,5.4,35,602,160,26.6,48,245,309,22,3,0,19,6,9,0,Matches
Erick Pulgar,cl CHI,MF,Fiorentina,it Serie A,25,1994,30.8,63,37,28,29,6,19,102,18.6,83,668,189,28.3,218,344,106,73,15,0,58,46,52,0,Matches
Christian Pulisic,us USA,FW,Chelsea,eng Premier League,20,1998,19.1,31,19,17,10,4,11,35,31.4,24,379,112,29.6,91,170,118,23,0,0,23,7,11,0,Matches
Ignacio Pussetto,ar ARG,"FW,DF",Udinese,it Serie A,23,1995,3.8,6,3,2,3,1,1,9,11.1,8,105,22,21.0,21,53,31,5,1,0,4,4,7,0,Matches
Ignacio Pussetto,ar ARG,"FW,DF",Watford,eng Premier League,23,1995,0.8,6,3,3,2,1,3,9,33.3,6,38,8,21.1,19,17,2,3,1,1,2,3,4,0,Matches
Fabio Quagliarella,it ITA,FW,Sampdoria,it Serie A,36,1983,23.5,8,5,0,7,1,3,26,11.5,23,427,107,25.1,37,201,189,16,0,0,16,7,15,0,Matches
Robin Quaison,se SWE,"FW,MF",Mainz 05,de Bundesliga,25,1993,28.9,27,13,11,14,2,7,33,21.2,26,647,147,22.7,107,323,217,33,7,0,26,12,10,0,Matches
Domingos Quina,pt POR,MF,Watford,eng Premier League,19,1999,0.2,1,0,1,0,0,1,3,33.3,2,16,3,18.8,5,7,4,2,0,0,2,0,0,0,Matches
Quini,es ESP,DF,Granada,es La Liga,29,1989,8.0,25,12,19,6,0,10,18,55.6,8,112,37,33.0,59,39,14,12,1,0,11,10,16,0,Matches
Xavi Quintillà,es ESP,DF,Villarreal,es La Liga,22,1996,17.5,25,11,17,7,1,9,15,60.0,6,204,62,30.4,90,86,28,32,3,0,29,13,44,0,Matches
Quique,es ESP,FW,Eibar,es La Liga,29,1990,5.4,2,2,1,1,0,0,2,0.0,2,115,48,41.7,7,34,74,7,1,0,6,0,4,0,Matches
Adrien Rabiot,fr FRA,MF,Juventus,it Serie A,24,1995,20.7,53,37,16,24,13,17,41,41.5,24,477,147,30.8,120,237,120,43,8,1,35,31,17,0,Matches
Nemanja Radoja,rs SRB,MF,Levante,es La Liga,26,1993,22.1,36,22,15,21,0,13,49,26.5,36,323,85,26.3,134,165,24,33,5,0,28,24,59,0,Matches
Nemanja Radonjić,rs SRB,"FW,MF",Marseille,fr Ligue 1,23,1996,9.8,9,7,2,5,2,3,17,17.6,14,168,41,24.4,25,69,74,8,0,0,8,2,5,0,Matches
Ivan Radovanović,rs SRB,MF,Genoa,it Serie A,30,1988,14.6,28,18,19,8,1,9,26,34.6,17,237,63,26.6,97,125,15,28,5,0,23,8,48,0,Matches
Ionuț Radu,ro ROU,GK,Genoa,it Serie A,22,1997,17.0,0,0,0,0,0,0,2,0.0,2,1,0,0.0,1,0,0,0,0,0,0,0,2,1,Matches
Ștefan Radu,ro ROU,DF,Lazio,it Serie A,32,1986,25.6,51,28,32,16,3,28,51,54.9,23,255,92,36.1,159,80,16,30,9,0,21,32,114,0,Matches
Boris Radunović,rs SRB,GK,Hellas Verona,it Serie A,23,1996,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,Matches
Rafael,br BRA,DF,Lyon,fr Ligue 1,29,1990,7.8,26,18,16,8,2,10,18,55.6,8,153,44,28.8,61,64,28,18,3,0,15,7,23,0,Matches
Rafael,br BRA,GK,Cagliari,it Serie A,37,1982,5.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,2,0,Matches
Raffael,br BRA,MF,M'gladbach,de Bundesliga,34,1985,0.7,0,0,0,0,0,0,1,0.0,1,24,8,33.3,5,13,6,2,0,0,2,0,0,0,Matches
Rafinha,br BRA,"FW,MF",Barcelona,es La Liga,26,1993,2.1,3,3,1,1,1,0,1,0.0,1,14,5,35.7,2,5,7,1,0,0,1,1,0,0,Matches
Rafinha,br BRA,MF,Celta Vigo,es La Liga,26,1993,23.5,76,53,34,36,6,16,53,30.2,37,508,161,31.7,153,261,94,50,7,0,43,33,22,0,Matches
Daniele Ragatzu,it ITA,"MF,FW",Cagliari,it Serie A,27,1991,3.5,2,2,0,2,0,0,4,0.0,4,38,13,34.2,13,15,10,3,0,0,3,1,3,0,Matches
Baba Rahman,gh GHA,DF,Mallorca,es La Liga,25,1994,1.2,2,2,2,0,0,0,0,,0,10,4,40.0,5,1,4,4,1,0,3,1,3,0,Matches
Antonio Raillo,es ESP,DF,Mallorca,es La Liga,27,1991,30.8,43,32,36,6,1,15,21,71.4,6,256,100,39.1,193,58,5,43,24,0,19,23,138,1,Matches
Predrag Rajković,rs SRB,GK,Reims,fr Ligue 1,23,1995,27.0,1,1,1,0,0,0,1,0.0,1,2,2,100.0,2,0,0,0,0,0,0,0,0,1,Matches
Ivan Rakitić,hr CRO,MF,Barcelona,es La Liga,31,1988,17.7,25,19,7,12,6,8,24,33.3,16,293,96,32.8,59,149,85,27,5,0,22,15,23,0,Matches
Benito Raman,be BEL,FW,Schalke 04,de Bundesliga,24,1994,17.8,16,7,3,6,7,4,25,16.0,21,448,110,24.6,45,183,220,12,1,0,11,6,1,0,Matches
Gastón Ramírez,uy URU,"MF,FW",Sampdoria,it Serie A,28,1990,15.0,31,20,12,12,7,7,44,15.9,37,367,86,23.4,92,170,105,24,2,0,22,10,8,0,Matches
Sandro Ramírez,es ESP,"FW,MF",Valladolid,es La Liga,24,1995,14.5,9,9,1,4,4,1,17,5.9,16,249,49,19.7,30,129,90,12,1,0,11,5,3,0,Matches
Iván Ramis,es ESP,DF,Eibar,es La Liga,34,1984,5.1,6,2,5,1,0,1,6,16.7,5,25,7,28.0,11,13,1,3,0,0,3,4,52,1,Matches
Adrián Ramos,co COL,FW,Granada,es La Liga,33,1986,2.5,3,1,0,1,2,0,3,0.0,3,38,8,21.1,2,15,21,4,0,0,4,1,2,0,Matches
Sergio Ramos,es ESP,DF,Real Madrid,es La Liga,33,1986,33.5,60,46,37,23,0,25,46,54.3,21,266,102,38.3,151,102,13,39,12,2,27,49,116,4,Matches
Aaron Ramsdale,eng ENG,GK,Bournemouth,eng Premier League,21,1998,37.0,0,0,0,0,0,0,2,0.0,2,8,1,12.5,8,0,0,1,0,0,1,0,0,2,Matches
Aaron Ramsey,wal WAL,MF,Juventus,it Serie A,28,1990,11.2,28,19,8,13,7,7,25,28.0,18,220,63,28.6,40,97,83,19,3,0,16,10,7,0,Matches
Darren Randolph,ie IRL,GK,West Ham,eng Premier League,32,1987,2.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,Matches
Luca Ranieri,it ITA,DF,Fiorentina,it Serie A,20,1999,2.6,4,2,3,1,0,2,4,50.0,2,21,10,47.6,12,7,2,3,1,0,2,2,15,0,Matches
Andrea Ranocchia,it ITA,DF,Inter,it Serie A,31,1988,5.8,19,9,9,9,1,4,7,57.1,3,102,38,37.3,61,39,2,13,5,0,8,9,26,0,Matches
Tobias Raschl,de GER,MF,Dortmund,de Bundesliga,19,2000,0.3,0,0,0,0,0,0,1,0.0,1,8,1,12.5,2,5,1,0,0,0,0,0,0,0,Matches
Marcus Rashford,eng ENG,FW,Manchester Utd,eng Premier League,21,1997,29.4,12,6,1,7,4,7,28,25.0,21,378,102,27.0,32,175,171,26,0,0,26,9,20,0,Matches
Milot Rashica,xk KVX,FW,Werder Bremen,de Bundesliga,23,1996,25.2,24,16,14,6,4,8,36,22.2,28,456,139,30.5,107,217,132,29,3,0,26,7,9,1,Matches
Giacomo Raspadori,it ITA,"MF,FW",Sassuolo,it Serie A,19,2000,2.4,9,7,4,2,3,0,2,0.0,2,44,12,27.3,11,21,12,2,0,0,2,1,0,0,Matches
Raúl,es ESP,"FW,MF",Betis,es La Liga,18,2000,0.2,0,0,0,0,0,0,2,0.0,2,12,1,8.3,2,5,5,0,0,0,0,0,0,0,Matches
Ante Rebić,hr CRO,FW,Milan,it Serie A,25,1993,15.0,20,12,6,7,7,4,33,12.1,29,318,81,25.5,46,126,146,16,2,0,14,4,14,0,Matches
Ante Rebić,hr CRO,FW,Eint Frankfurt,de Bundesliga,25,1993,1.0,0,0,0,0,0,0,0,,0,18,1,5.6,0,8,10,0,0,0,0,1,0,0,Matches
Arkadiusz Reca,pl POL,DF,SPAL,it Serie A,24,1995,21.4,46,27,28,10,8,15,56,26.8,41,325,96,29.5,133,127,65,23,2,0,21,29,40,2,Matches
Recio,es ESP,MF,Leganés,es La Liga,28,1991,17.4,31,23,13,15,3,14,46,30.4,32,301,69,22.9,90,169,42,21,5,1,16,19,19,0,Matches
Daishawn Redan,nl NED,FW,Hertha BSC,de Bundesliga,18,2001,0.2,0,0,0,0,0,0,1,0.0,1,2,0,0.0,1,0,1,0,0,0,0,0,0,0,Matches
Nathan Redmond,eng ENG,"MF,FW",Southampton,eng Premier League,25,1994,30.7,57,46,16,25,16,19,64,29.7,45,643,193,30.0,164,254,225,39,2,0,37,15,13,0,Matches
Fabian Reese,de GER,FW,Schalke 04,de Bundesliga,21,1997,1.0,1,1,1,0,0,0,1,0.0,1,20,4,20.0,4,5,11,1,1,0,0,0,2,0,Matches
Vasco Regini,it ITA,DF,Sampdoria,it Serie A,28,1990,1.9,4,1,3,1,0,0,2,0.0,2,26,8,30.8,17,9,0,6,2,0,4,1,7,0,Matches
Vasco Regini,it ITA,DF,Parma,it Serie A,28,1990,0.2,0,0,0,0,0,0,0,,0,3,0,0.0,2,1,0,0,0,0,0,0,2,0,Matches
Sergio Reguilón,es ESP,DF,Sevilla,es La Liga,22,1996,27.9,57,33,31,22,4,29,63,46.0,34,351,100,28.5,143,143,65,39,6,0,33,38,89,0,Matches
Ken Reichel,de GER,DF,Union Berlin,de Bundesliga,32,1986,5.9,10,7,6,3,1,5,14,35.7,9,75,15,20.0,37,30,8,18,1,0,17,9,20,0,Matches
Manolo Reina,es ESP,GK,Mallorca,es La Liga,34,1985,36.0,0,0,0,0,0,0,2,0.0,2,5,1,20.0,5,0,0,1,0,0,1,5,1,0,Matches
Pepe Reina,es ESP,GK,Aston Villa,eng Premier League,36,1982,12.0,0,0,0,0,0,0,1,0.0,1,4,1,25.0,4,0,0,0,0,0,0,0,1,2,Matches
Pepe Reina,es ESP,GK,Milan,it Serie A,36,1982,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,Matches
Jeff Reine-Adélaïde,fr FRA,MF,Angers,fr Ligue 1,21,1998,0.9,3,1,1,2,0,0,1,0.0,1,11,3,27.3,2,6,3,1,0,0,1,0,1,0,Matches
Jeff Reine-Adélaïde,fr FRA,"MF,FW",Lyon,fr Ligue 1,21,1998,8.7,11,8,4,3,4,4,11,36.4,7,188,45,23.9,33,97,58,6,0,0,6,8,2,0,Matches
Karim Rekik,nl NED,DF,Hertha BSC,de Bundesliga,24,1994,14.0,17,11,10,7,0,4,9,44.4,5,132,39,29.5,81,45,6,33,17,0,16,19,68,0,Matches
Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,24,1995,25.0,0,0,0,0,0,0,1,0.0,1,1,0,0.0,1,0,0,0,0,0,0,0,4,0,Matches
Loïc Rémy,fr FRA,FW,Lille,fr Ligue 1,32,1987,10.7,6,4,2,1,3,2,6,33.3,4,144,46,31.9,9,56,79,4,2,0,2,0,7,0,Matches
Panagiotis Retsos,gr GRE,DF,Leverkusen,de Bundesliga,20,1998,1.3,5,0,4,1,0,1,8,12.5,7,23,7,30.4,12,8,3,4,0,0,4,2,1,0,Matches
Marco Reus,de GER,"MF,FW",Dortmund,de Bundesliga,30,1989,16.6,32,22,8,15,9,4,20,20.0,16,442,121,27.4,40,213,189,25,3,0,22,7,13,0,Matches
Elvis Rexhbeçaj,de GER,MF,Köln,de Bundesliga,21,1997,6.9,12,10,6,4,2,6,11,54.5,5,141,45,31.9,41,67,33,13,0,0,13,3,8,0,Matches
Giovanni Reyna,us USA,"MF,FW",Dortmund,de Bundesliga,16,2002,3.9,5,4,2,3,0,2,6,33.3,4,80,18,22.5,12,42,26,4,0,0,4,0,1,0,Matches
Baptiste Reynet,fr FRA,GK,Toulouse,fr Ligue 1,28,1990,22.6,0,0,0,0,0,0,2,0.0,2,5,1,20.0,5,0,0,0,0,0,0,0,2,1,Matches
Nico Ribaudo,es ESP,"FW,MF",Espanyol,es La Liga,18,2001,2.0,2,0,1,0,1,1,5,20.0,4,43,11,25.6,18,17,8,2,0,0,2,1,0,0,Matches
Franck Ribéry,fr FRA,FW,Fiorentina,it Serie A,36,1983,15.7,16,12,8,6,2,5,19,26.3,14,278,74,26.6,51,120,107,9,0,0,9,3,2,0,Matches
Davide Riccardi,it ITA,DF,Lecce,it Serie A,23,1996,0.2,0,0,0,0,0,0,3,0.0,3,2,0,0.0,1,1,0,0,0,0,0,0,1,0,Matches
Declan Rice,eng ENG,MF,West Ham,eng Premier League,20,1999,38.0,122,89,66,52,4,32,95,33.7,63,819,237,28.9,386,385,48,68,9,0,59,78,62,0,Matches
Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,19,2000,0.1,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,Matches
Richarlison,br BRA,FW,Everton,eng Premier League,22,1997,34.1,69,45,27,28,14,19,57,33.3,38,706,186,26.3,120,332,254,33,5,0,28,12,48,0,Matches
Marco Richter,de GER,"MF,FW",Augsburg,de Bundesliga,21,1997,25.3,24,15,10,7,7,11,62,17.7,51,464,110,23.7,112,217,135,35,0,0,35,22,18,0,Matches
Diego Rico,es ESP,DF,Bournemouth,eng Premier League,26,1993,25.9,64,41,41,20,3,18,56,32.1,38,406,126,31.0,211,136,59,81,6,0,75,80,100,0,Matches
Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,25,1993,2.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,2,Matches
Jaïro Riedewald,nl NED,"DF,MF",Crystal Palace,eng Premier League,22,1996,8.5,15,12,5,8,2,8,13,61.5,5,118,40,33.9,50,52,16,13,2,0,11,15,17,0,Matches
Emiliano Rigoni,ar ARG,"MF,FW",Sampdoria,it Serie A,26,1993,4.8,5,5,2,2,1,2,6,33.3,4,120,25,20.8,24,49,47,4,1,0,3,3,1,0,Matches
Tomás Rincón,ve VEN,MF,Torino,it Serie A,31,1988,29.0,58,34,26,24,8,26,75,34.7,49,466,124,26.6,173,226,67,36,4,0,32,35,80,0,Matches
Luis Rioja,es ESP,MF,Alavés,es La Liga,25,1993,18.2,18,14,9,8,1,6,25,24.0,19,291,60,20.6,77,156,58,24,0,0,24,16,16,0,Matches
Renaud Ripart,fr FRA,"FW,DF",Nîmes,fr Ligue 1,26,1993,22.5,33,15,13,15,5,15,40,37.5,25,430,122,28.4,68,202,160,31,3,0,28,11,35,0,Matches
Rodrigo Riquelme,es ESP,MF,Atlético Madrid,es La Liga,19,2000,0.1,0,0,0,0,0,0,0,,0,2,0,0.0,0,2,0,1,0,0,1,0,0,0,Matches
Andrea Rispoli,it ITA,DF,Lecce,it Serie A,30,1988,21.2,29,22,13,12,4,18,40,45.0,22,197,49,24.9,99,76,22,58,8,0,50,36,68,0,Matches
Marcel Risse,de GER,"MF,FW",Köln,de Bundesliga,29,1989,1.5,3,1,2,1,0,1,1,100.0,0,27,4,14.8,10,14,3,1,0,0,1,0,2,0,Matches
Mihailo Ristić,rs SRB,"DF,MF",Montpellier,fr Ligue 1,23,1995,9.0,19,8,13,6,0,7,19,36.8,12,157,31,19.7,43,72,42,15,3,0,12,7,13,0,Matches
Matt Ritchie,sco SCO,"DF,MF",Newcastle Utd,eng Premier League,29,1989,14.6,24,17,11,10,3,4,17,23.5,13,208,49,23.6,89,70,49,27,4,0,23,12,36,0,Matches
Marlon Ritter,de GER,MF,Paderborn 07,de Bundesliga,24,1994,4.8,9,3,6,3,0,6,11,54.5,5,72,15,20.8,26,29,17,14,0,0,14,7,4,0,Matches
Cristian Rivera,es ESP,MF,Leganés,es La Liga,22,1997,3.5,3,3,1,1,1,1,3,33.3,2,48,12,25.0,19,27,2,7,2,0,5,4,5,0,Matches
Maxence Rivera,fr FRA,MF,Saint-Étienne,fr Ligue 1,17,2002,0.3,0,0,0,0,0,0,1,0.0,1,9,5,55.6,1,4,4,0,0,0,0,0,0,0,Matches
Rober,es ESP,DF,Levante,es La Liga,24,1995,2.1,3,2,2,0,1,1,2,50.0,1,25,7,28.0,17,7,1,0,0,0,0,3,4,0,Matches
Roberto,es ESP,GK,West Ham,eng Premier League,33,1986,7.6,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,Matches
Roberto,es ESP,GK,Alavés,es La Liga,33,1986,8.8,1,1,1,0,0,1,1,100.0,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,Matches
Sergi Roberto,es ESP,"DF,MF",Barcelona,es La Liga,27,1992,26.0,27,19,13,9,5,9,24,37.5,15,235,69,29.4,61,110,64,33,4,1,29,34,47,1,Matches
Patrick Roberts,eng ENG,"MF,FW",Norwich City,eng Premier League,22,1997,0.3,0,0,0,0,0,0,0,,0,4,1,25.0,2,2,0,0,0,0,0,0,0,0,Matches
Andrew Robertson,sco SCO,DF,Liverpool,eng Premier League,25,1994,34.6,60,32,19,25,16,31,69,44.9,38,390,134,34.4,136,144,110,59,7,0,52,38,82,0,Matches
Callum Robinson,ie IRL,FW,Sheffield Utd,eng Premier League,24,1995,7.5,4,4,1,1,2,1,4,25.0,3,178,50,28.1,29,80,69,4,0,0,4,5,2,0,Matches
Jack Robinson,eng ENG,DF,Sheffield Utd,eng Premier League,25,1993,5.6,9,3,5,4,0,5,10,50.0,5,53,16,30.2,32,19,2,15,5,0,10,7,39,0,Matches
Joel Robles,es ESP,GK,Betis,es La Liga,29,1990,32.1,0,0,0,0,0,0,2,0.0,2,4,0,0.0,4,0,0,0,0,0,0,0,3,1,Matches
Marc Roca,es ESP,MF,Espanyol,es La Liga,22,1996,33.4,85,61,35,43,7,29,87,33.3,58,705,205,29.1,241,399,65,42,11,0,31,31,75,1,Matches
Rubén Rochina,es ESP,MF,Levante,es La Liga,28,1991,20.8,44,25,25,11,8,19,47,40.4,28,334,89,26.6,101,155,78,27,0,0,27,11,29,0,Matches
Sebastian Rode,de GER,MF,Eint Frankfurt,de Bundesliga,28,1990,21.5,65,41,32,25,8,13,50,26.0,37,573,163,28.4,180,313,80,36,6,0,30,33,15,1,Matches
Rodri,es ESP,MF,Manchester City,eng Premier League,23,1996,27.6,64,44,23,33,8,28,68,41.2,40,462,137,29.7,142,254,66,28,6,0,22,28,61,0,Matches
Rodrigo,es ESP,FW,Valencia,es La Liga,28,1991,20.9,11,7,4,5,2,1,18,5.6,17,327,94,28.7,54,160,113,14,2,0,12,10,16,0,Matches
Kévin Rodrigues,pt POR,"DF,MF",Leganés,es La Liga,25,1994,21.5,63,32,30,23,10,18,43,41.9,25,386,113,29.3,136,162,88,44,3,0,41,30,35,0,Matches
Kévin Rodrigues,pt POR,DF,Real Sociedad,es La Liga,25,1994,0.1,1,0,1,0,0,1,1,100.0,0,5,1,20.0,3,0,2,0,0,0,0,0,0,0,Matches
Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Leganés,es La Liga,21,1998,21.3,20,10,8,7,5,11,45,24.4,34,356,76,21.3,76,174,106,35,0,0,35,17,17,0,Matches
Ángel Rodríguez,es ESP,FW,Getafe,es La Liga,32,1987,15.6,15,12,1,6,8,1,12,8.3,11,301,80,26.6,14,140,147,11,1,0,10,3,9,0,Matches
Dani Rodríguez,es ESP,"MF,FW",Mallorca,es La Liga,31,1988,33.8,64,36,25,27,12,14,54,25.9,40,762,199,26.1,189,389,184,51,4,0,47,36,34,0,Matches
Guido Rodríguez,ar ARG,MF,Betis,es La Liga,25,1994,10.4,30,21,13,14,3,12,30,40.0,18,179,56,31.3,72,87,20,11,4,0,7,11,25,0,Matches
James Rodríguez,co COL,MF,Real Madrid,es La Liga,28,1991,4.7,17,11,6,8,3,3,8,37.5,5,77,27,35.1,20,38,19,5,0,0,5,2,1,0,Matches
Jay Rodriguez,eng ENG,FW,Burnley,eng Premier League,30,1989,22.4,33,17,7,16,10,6,36,16.7,30,574,150,26.1,77,244,253,43,11,0,32,5,7,0,Matches
Mario Rodriguez,es ESP,FW,Granada,es La Liga,22,1997,0.0,0,0,0,0,0,0,0,,0,1,1,100.0,1,0,0,0,0,0,0,0,0,0,Matches
Ricardo Rodríguez,ch SUI,DF,Milan,it Serie A,26,1992,4.3,8,4,4,1,3,2,6,33.3,4,51,15,29.4,26,19,6,10,4,0,6,5,11,0,Matches
Rodrygo,br BRA,FW,Real Madrid,es La Liga,18,2001,11.3,5,4,1,4,0,2,20,10.0,18,182,43,23.6,33,91,58,17,2,0,15,9,5,0,Matches
Jack Rodwell,eng ENG,MF,Sheffield Utd,eng Premier League,28,1991,0.2,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,1,0,Matches
Marko Rog,hr CRO,MF,Cagliari,it Serie A,24,1995,25.2,85,61,41,34,10,21,81,25.9,60,624,185,29.6,240,288,96,52,13,0,39,23,10,0,Matches
Agustín Rogel,uy URU,DF,Toulouse,fr Ligue 1,21,1997,9.5,11,7,7,4,0,4,11,36.4,7,80,22,27.5,57,21,2,21,9,0,12,13,50,1,Matches
Rogério,br BRA,DF,Sassuolo,it Serie A,21,1998,9.5,19,7,11,5,3,6,16,37.5,10,102,32,31.4,46,36,20,26,4,0,22,8,23,0,Matches
Marcos Rojo,ar ARG,DF,Manchester Utd,eng Premier League,29,1990,1.4,2,1,1,1,0,0,3,0.0,3,16,4,25.0,6,9,1,1,1,0,0,0,9,0,Matches
Filippo Romagna,it ITA,DF,Sassuolo,it Serie A,22,1997,16.4,14,7,9,5,0,2,4,50.0,2,100,32,32.0,65,34,1,34,19,0,15,10,84,0,Matches
Alessio Romagnoli,it ITA,DF,Milan,it Serie A,24,1995,34.3,36,25,24,11,1,9,27,33.3,18,301,102,33.9,161,122,18,54,18,0,36,58,176,0,Matches
Alaixys Romao,tg TOG,MF,Reims,fr Ligue 1,35,1984,19.8,59,36,29,29,1,21,67,31.3,46,375,125,33.3,137,201,37,22,5,0,17,25,60,2,Matches
Cristian Romero,ar ARG,DF,Genoa,it Serie A,21,1998,27.0,57,34,43,11,3,17,51,33.3,34,457,151,33.0,278,161,18,68,31,0,37,70,132,2,Matches
Luka Romero,ar ARG,MF,Mallorca,es La Liga,14,2004,0.1,0,0,0,0,0,0,0,,0,2,0,0.0,1,1,0,0,0,0,0,0,0,0,Matches
Oriol Romeu,es ESP,MF,Southampton,eng Premier League,27,1991,20.7,56,39,22,28,6,29,83,34.9,54,441,141,32.0,169,222,50,58,15,0,43,32,56,0,Matches
Rômulo,it ITA,MF,Brescia,it Serie A,32,1987,19.1,32,16,12,14,6,10,44,22.7,34,344,68,19.8,104,154,86,24,1,0,23,8,8,0,Matches
Rômulo,it ITA,DF,Genoa,it Serie A,32,1987,0.2,1,0,0,1,0,0,1,0.0,1,4,0,0.0,3,1,0,0,0,0,0,0,1,0,Matches
Cristiano Ronaldo,pt POR,FW,Juventus,it Serie A,34,1985,31.4,16,10,4,6,6,4,20,20.0,16,247,55,22.3,20,93,134,16,6,0,10,5,23,0,Matches
Facundo Roncaglia,ar ARG,DF,Osasuna,es La Liga,32,1987,14.2,29,18,15,12,2,10,22,45.5,12,149,53,35.6,80,56,13,30,5,0,25,22,66,1,Matches
Valentin Rongier,fr FRA,MF,Marseille,fr Ligue 1,24,1994,19.9,76,51,30,41,5,22,71,31.0,49,614,160,26.1,130,348,136,41,5,0,36,36,17,0,Matches
Valentin Rongier,fr FRA,MF,Nantes,fr Ligue 1,24,1994,3.0,4,3,0,2,2,2,4,50.0,2,81,21,25.9,8,40,33,2,0,0,2,2,1,0,Matches
Marten de Roon,nl NED,MF,Atalanta,it Serie A,28,1991,28.2,66,45,25,28,13,30,85,35.3,55,605,191,31.6,171,331,103,48,8,0,40,40,51,1,Matches
Roberto Rosales,ve VEN,DF,Leganés,es La Liga,30,1988,20.8,39,23,23,14,2,22,46,47.8,24,236,72,30.5,91,96,49,38,3,0,35,28,59,0,Matches
Danny Rose,eng ENG,DF,Tottenham,eng Premier League,29,1990,9.9,16,13,5,7,4,7,17,41.2,10,103,34,33.0,47,35,21,23,7,0,16,7,34,0,Matches
Danny Rose,eng ENG,DF,Newcastle Utd,eng Premier League,29,1990,9.6,26,15,15,10,1,9,20,45.0,11,91,29,31.9,56,30,5,11,1,0,10,9,21,0,Matches
Luca Rossettini,it ITA,DF,Lecce,it Serie A,34,1985,25.1,24,16,18,6,0,10,30,33.3,20,180,55,30.6,135,37,8,49,22,0,27,33,166,1,Matches
